trip_id,customer_id,trip_time,origin_zone,destination_zone,origin_x,origin_y,destination_x,destination_y,distance_km,duration_minute,rain,rush_hour,base_price,delta_price,final_price,customer_accept_prob,customer_accept
2812,customer_124,2024-01-15 20:46:00,zone_01,zone_03,0.422,1.293,2.687,3.485,3.152,8.6,0,0,33212.0,618.0,33830.0,0.8397,1
2813,customer_027,2024-03-26 04:58:00,zone_06,zone_05,5.318,9.605,4.413,8.934,1.127,7.05,0,0,20287.0,4964.0,25251.0,0.6458,0
2814,customer_130,2024-02-05 00:31:00,zone_07,zone_08,6.36,4.543,7.09,4.535,0.73,1.95,0,0,15355.0,3823.0,19178.0,0.8108,1
2815,customer_150,2024-02-01 19:02:00,zone_01,zone_04,0.857,9.826,3.102,0.552,9.542,25.22,0,0,79862.0,2718.0,82580.0,0.4178,0
2816,customer_162,2024-02-19 21:59:00,zone_09,zone_01,8.292,1.87,0.825,6.345,8.705,26.13,0,0,75295.0,6055.0,81350.0,0.3377,1
2817,customer_187,2024-01-15 22:12:00,zone_03,zone_04,2.76,7.933,3.765,6.58,1.685,7.79,0,0,24005.0,980.0,24985.0,0.6368,1
2818,customer_053,2024-03-14 13:14:00,zone_09,zone_06,8.749,3.049,5.529,6.347,4.609,13.55,0,0,44429.0,10278.0,54707.0,0.6402,1
2819,customer_100,2024-01-24 17:42:00,zone_06,zone_09,5.526,0.448,8.418,3.603,4.28,18.28,0,1,44820.0,6910.0,51730.0,0.8307,1
2820,customer_137,2024-03-24 11:19:00,zone_02,zone_04,1.521,9.94,3.679,6.786,3.822,12.46,0,0,39162.0,1853.0,41015.0,0.7582,0
2821,customer_190,2024-01-14 19:05:00,zone_08,zone_09,7.392,3.035,8.895,2.911,1.508,5.51,0,0,21803.0,-205.0,21598.0,0.861,0
2822,customer_128,2024-03-18 15:40:00,zone_02,zone_06,1.572,0.805,5.461,4.644,5.465,17.62,0,0,51600.0,2293.0,53893.0,0.9322,1
2823,customer_146,2024-02-05 19:15:00,zone_08,zone_08,7.204,8.605,7.175,2.167,6.438,18.06,0,0,57658.0,5599.0,63257.0,0.7125,1
2824,customer_078,2024-02-24 08:51:00,zone_09,zone_01,8.082,4.32,0.302,6.133,7.988,30.47,1,1,73163.0,23359.0,96522.0,0.6954,1
2825,customer_081,2024-03-19 05:09:00,zone_06,zone_09,5.755,5.765,8.957,8.105,3.966,10.15,0,0,38871.0,2583.0,41454.0,0.1821,1
2826,customer_020,2024-01-12 07:54:00,zone_03,zone_03,2.711,9.848,2.134,0.977,8.89,32.37,0,1,79525.0,13118.0,92643.0,0.6692,1
2827,customer_119,2024-02-01 22:43:00,zone_05,zone_04,4.373,4.807,3.259,0.27,4.672,14.9,0,0,45482.0,2863.0,48345.0,0.7252,1
2828,customer_050,2024-03-26 00:14:00,zone_06,zone_06,5.28,0.671,5.237,7.611,6.94,21.02,1,0,62150.0,8985.0,71135.0,0.7537,1
2829,customer_191,2024-01-14 01:34:00,zone_07,zone_10,6.658,6.912,9.598,3.229,4.713,13.27,0,0,44913.0,2833.0,47746.0,0.8199,1
2830,customer_038,2024-01-10 09:56:00,zone_07,zone_04,6.339,7.106,3.457,3.238,4.824,27.64,1,1,52764.0,20767.0,73531.0,0.9492,1
2831,customer_118,2024-02-17 16:03:00,zone_05,zone_03,4.004,1.942,2.205,5.647,4.119,23.52,0,1,46474.0,8392.0,54866.0,0.9025,1
2832,customer_055,2024-01-03 14:49:00,zone_08,zone_10,7.582,5.454,9.607,4.867,2.108,8.82,0,0,27058.0,6377.0,33435.0,0.7715,1
2833,customer_157,2024-03-30 13:27:00,zone_08,zone_09,7.714,3.692,8.085,1.216,2.504,8.69,0,0,29369.0,-1732.0,27637.0,0.8957,1
2834,customer_023,2024-03-22 12:56:00,zone_07,zone_07,6.963,0.499,6.634,7.604,7.113,19.54,0,0,62448.0,-29.0,62419.0,0.8596,1
2835,customer_152,2024-01-17 22:12:00,zone_03,zone_05,2.722,3.116,4.096,1.763,1.928,11.9,1,0,27518.0,7189.0,34707.0,0.9316,1
2836,customer_135,2024-01-16 09:43:00,zone_05,zone_05,4.694,9.095,4.205,8.26,0.968,12.79,0,1,22203.0,13892.0,36095.0,0.9715,1
2837,customer_031,2024-03-11 08:58:00,zone_05,zone_10,4.328,3.002,9.507,7.643,6.954,30.23,0,1,66839.0,11643.0,78482.0,0.3346,0
2838,customer_066,2024-02-16 21:20:00,zone_09,zone_01,8.168,2.231,0.69,1.672,7.499,23.69,0,0,66839.0,9246.0,76085.0,0.2491,0
2839,customer_041,2024-03-15 15:06:00,zone_09,zone_08,8.082,9.409,7.575,7.582,1.896,8.56,0,0,25656.0,6620.0,32276.0,0.8317,1
2840,customer_187,2024-03-28 08:23:00,zone_09,zone_07,8.661,3.823,6.012,6.609,3.844,19.61,0,1,42869.0,14949.0,57818.0,0.5273,1
2841,customer_167,2024-02-06 18:35:00,zone_03,zone_10,2.312,9.406,9.684,9.818,7.384,28.62,0,1,68614.0,11423.0,80037.0,0.6653,1
2842,customer_179,2024-01-23 08:37:00,zone_08,zone_06,7.485,8.802,5.584,7.118,2.54,14.06,0,1,32270.0,12512.0,44782.0,0.8633,1
2843,customer_085,2024-02-25 17:28:00,zone_09,zone_03,8.704,4.705,2.805,3.902,5.953,28.78,1,1,60108.0,24072.0,84180.0,0.899,1
2844,customer_048,2024-02-27 02:55:00,zone_02,zone_08,1.665,3.85,7.799,6.201,6.569,19.26,0,0,59044.0,4070.0,63114.0,0.7487,0
2845,customer_041,2024-02-08 01:34:00,zone_01,zone_10,0.399,1.377,9.856,6.619,10.813,30.28,1,0,90018.0,11690.0,101708.0,0.7467,0
2846,customer_021,2024-01-27 08:38:00,zone_02,zone_10,1.055,1.906,9.075,7.457,9.754,43.11,1,1,90079.0,20369.0,110448.0,0.9315,1
2847,customer_162,2024-01-24 02:57:00,zone_07,zone_03,6.062,2.324,2.947,4.686,3.909,13.88,0,0,40394.0,6868.0,47262.0,0.8395,1
2848,customer_154,2024-02-16 07:56:00,zone_05,zone_04,4.216,4.704,3.464,8.277,3.651,18.45,0,1,41131.0,11745.0,52876.0,0.6836,1
2849,customer_151,2024-02-08 14:20:00,zone_02,zone_08,1.951,3.721,7.548,2.869,5.661,24.26,1,0,56096.0,8085.0,64181.0,0.8431,1
2850,customer_085,2024-02-11 07:17:00,zone_06,zone_06,5.283,8.004,5.982,9.633,1.773,14.44,0,1,27858.0,10172.0,38030.0,0.8432,0
2851,customer_058,2024-01-09 08:44:00,zone_08,zone_01,7.855,2.967,0.116,3.104,7.74,32.01,0,1,72445.0,13007.0,85452.0,0.6314,1
2852,customer_180,2024-03-20 15:31:00,zone_09,zone_02,8.558,4.245,1.419,0.375,8.12,23.48,0,0,70460.0,8479.0,78939.0,0.4689,0
2853,customer_124,2024-03-04 20:26:00,zone_08,zone_01,7.517,1.227,0.855,2.001,6.707,21.84,1,0,61162.0,9528.0,70690.0,0.7404,1
2854,customer_023,2024-03-23 18:41:00,zone_09,zone_02,8.855,2.712,1.787,9.274,9.645,37.44,1,1,86590.0,21520.0,108110.0,0.8248,1
2855,customer_168,2024-03-15 01:39:00,zone_07,zone_04,6.042,7.83,3.049,7.901,2.994,13.36,0,0,34644.0,3671.0,38315.0,0.3225,0
2856,customer_176,2024-02-25 04:54:00,zone_09,zone_10,8.371,7.071,9.672,4.394,2.976,12.19,0,0,33951.0,6993.0,40944.0,0.8662,1
2857,customer_075,2024-01-28 06:21:00,zone_05,zone_07,4.172,4.022,6.765,9.052,5.659,16.9,0,0,52404.0,2595.0,54999.0,0.4664,1
2858,customer_084,2024-02-28 14:45:00,zone_09,zone_01,8.525,5.775,0.548,2.466,8.636,20.49,0,0,72061.0,5299.0,77360.0,0.5122,1
2859,customer_154,2024-02-20 09:13:00,zone_09,zone_07,8.958,4.583,6.074,2.336,3.656,20.75,0,1,42311.0,12467.0,54778.0,0.6823,1
2860,customer_144,2024-03-24 00:56:00,zone_07,zone_05,6.864,8.952,4.367,1.29,8.059,23.65,1,0,70179.0,7222.0,77401.0,0.7515,1
2861,customer_096,2024-01-21 21:05:00,zone_05,zone_08,4.31,3.947,7.54,4.424,3.265,12.24,0,0,35710.0,-2917.0,32793.0,0.8239,1
2862,customer_186,2024-01-03 17:45:00,zone_03,zone_09,2.817,7.221,8.839,5.141,6.371,28.5,1,1,62476.0,20454.0,82930.0,0.8845,1
2863,customer_101,2024-01-12 01:06:00,zone_04,zone_01,3.252,2.185,0.652,1.451,2.702,11.54,1,0,31982.0,8227.0,40209.0,0.9212,1
2864,customer_033,2024-01-16 12:52:00,zone_02,zone_10,1.324,4.341,9.799,1.146,9.057,24.37,0,0,76527.0,1845.0,78372.0,0.3776,1
2865,customer_180,2024-02-29 22:57:00,zone_01,zone_01,0.472,5.293,0.579,3.905,1.392,8.52,0,0,22612.0,5409.0,28021.0,0.7552,1
2866,customer_104,2024-01-14 03:49:00,zone_05,zone_08,4.144,1.046,7.324,2.326,3.428,8.04,0,0,34588.0,-116.0,34472.0,0.6736,0
2867,customer_132,2024-01-13 15:47:00,zone_01,zone_10,0.427,5.874,9.031,5.743,8.605,28.99,1,0,76125.0,11090.0,87215.0,0.6817,1
2868,customer_009,2024-02-05 18:28:00,zone_09,zone_08,8.806,5.747,7.517,5.243,1.384,15.14,0,1,25874.0,15559.0,41433.0,0.6499,0
2869,customer_135,2024-03-11 12:14:00,zone_07,zone_02,6.5,1.588,1.508,1.625,4.992,18.33,1,0,49117.0,8176.0,57293.0,0.8439,1
2870,customer_133,2024-02-08 20:59:00,zone_09,zone_03,8.437,9.986,2.08,0.133,11.726,31.42,0,0,96066.0,3606.0,99672.0,0.5535,0
2871,customer_007,2024-01-25 07:31:00,zone_05,zone_01,4.444,0.925,0.412,6.448,6.838,29.07,0,1,65563.0,9504.0,75067.0,0.6328,1
2872,customer_086,2024-01-26 13:48:00,zone_03,zone_02,2.24,8.953,1.311,7.729,1.537,5.96,0,0,22202.0,1916.0,24118.0,0.7903,1
2873,customer_120,2024-03-14 21:42:00,zone_03,zone_01,2.903,4.915,0.61,4.883,2.293,7.83,0,0,27673.0,3404.0,31077.0,0.6368,1
2874,customer_106,2024-02-08 10:42:00,zone_09,zone_01,8.547,2.227,0.536,5.755,8.753,25.01,0,0,75023.0,5956.0,80979.0,0.5875,0
2875,customer_100,2024-02-03 02:21:00,zone_02,zone_06,1.219,1.128,5.621,9.617,9.562,30.34,0,0,82542.0,3094.0,85636.0,0.5296,0
2876,customer_123,2024-03-10 15:25:00,zone_07,zone_01,6.983,6.994,0.767,7.677,6.253,15.61,0,0,55323.0,3411.0,58734.0,0.6671,1
2877,customer_191,2024-02-03 23:26:00,zone_03,zone_05,2.257,7.545,4.251,3.338,4.656,18.64,1,0,47256.0,8513.0,55769.0,0.9065,1
2878,customer_177,2024-02-02 10:36:00,zone_04,zone_08,3.532,6.734,7.097,8.503,3.98,12.66,0,0,40210.0,3149.0,43359.0,0.7066,1
2879,customer_142,2024-03-08 07:43:00,zone_01,zone_01,0.03,4.199,0.151,5.485,1.292,16.79,1,1,26147.0,28005.0,54152.0,0.944,1
2880,customer_102,2024-01-30 18:11:00,zone_05,zone_07,4.791,1.726,6.389,5.219,3.841,17.55,0,1,41821.0,11131.0,52952.0,0.6909,1
2881,customer_038,2024-02-15 20:13:00,zone_02,zone_08,1.284,7.895,7.572,6.919,6.363,15.4,0,0,55878.0,2831.0,58709.0,0.7015,1
2882,customer_058,2024-02-29 16:02:00,zone_09,zone_06,8.596,8.712,5.367,4.295,5.471,28.36,1,1,57006.0,25396.0,82402.0,0.8991,1
2883,customer_054,2024-01-19 21:31:00,zone_01,zone_05,0.977,3.919,4.756,8.808,6.179,18.91,1,0,56529.0,10057.0,66586.0,0.859,0
2884,customer_112,2024-01-12 14:40:00,zone_03,zone_08,2.504,8.412,7.308,1.673,8.276,28.72,1,0,74016.0,8772.0,82788.0,0.8378,1
2885,customer_092,2024-03-17 20:12:00,zone_01,zone_06,0.148,6.356,5.297,4.219,5.575,14.91,0,0,50905.0,4642.0,55547.0,0.835,1
2886,customer_035,2024-01-27 13:42:00,zone_10,zone_06,9.929,5.27,5.093,0.649,6.689,20.82,0,0,60544.0,1772.0,62316.0,0.865,1
2887,customer_196,2024-01-31 16:00:00,zone_07,zone_09,6.414,6.106,8.018,7.054,1.863,14.51,0,1,28433.0,16506.0,44939.0,0.7175,1
2888,customer_058,2024-02-23 20:51:00,zone_07,zone_09,6.436,1.078,8.376,2.703,2.531,11.08,1,0,30726.0,7443.0,38169.0,0.8936,1
2889,customer_077,2024-01-10 06:41:00,zone_06,zone_04,5.189,1.254,3.684,4.254,3.356,9.56,0,0,34916.0,-1055.0,33861.0,0.8144,1
2890,customer_059,2024-01-05 12:40:00,zone_09,zone_05,8.681,7.267,4.155,8.864,4.799,18.87,1,0,48229.0,11833.0,60062.0,0.9239,1
2891,customer_182,2024-02-07 01:42:00,zone_02,zone_09,1.442,9.699,8.008,1.863,10.223,29.99,0,0,86333.0,3711.0,90044.0,0.3869,0
2892,customer_158,2024-03-28 03:21:00,zone_08,zone_06,7.929,5.078,5.449,0.023,5.631,16.45,0,0,52011.0,1805.0,53816.0,0.6741,1
2893,customer_149,2024-02-21 13:59:00,zone_09,zone_07,8.071,0.54,6.868,5.781,5.377,17.62,0,0,51072.0,5396.0,56468.0,0.7548,1
2894,customer_196,2024-02-22 09:44:00,zone_01,zone_01,0.361,0.681,0.752,4.375,3.715,20.31,0,1,42445.0,14911.0,57356.0,0.6345,1
2895,customer_117,2024-02-24 19:10:00,zone_02,zone_01,1.327,4.674,0.954,0.55,4.141,10.68,0,0,40186.0,7297.0,47483.0,0.4784,0
2896,customer_115,2024-03-18 17:55:00,zone_06,zone_06,5.471,6.577,5.318,2.962,3.618,20.8,0,1,42108.0,8431.0,50539.0,0.9696,1
2897,customer_128,2024-03-16 16:44:00,zone_01,zone_09,0.902,1.549,8.192,2.391,7.338,28.74,0,1,68398.0,12743.0,81141.0,0.8704,1
2898,customer_087,2024-01-03 00:18:00,zone_03,zone_04,2.824,0.33,3.165,2.606,2.301,3.52,0,0,25566.0,1537.0,27103.0,0.9395,1
2899,customer_111,2024-02-18 01:56:00,zone_05,zone_10,4.037,7.295,9.606,7.897,5.601,16.22,0,0,51716.0,-1014.0,50702.0,0.4548,1
2900,customer_059,2024-02-19 00:14:00,zone_02,zone_08,1.572,1.461,7.603,3.047,6.236,15.2,0,0,55016.0,3279.0,58295.0,0.6897,1
2901,customer_094,2024-01-21 12:38:00,zone_08,zone_08,7.041,4.382,7.817,4.896,0.931,2.86,0,0,17016.0,-587.0,16429.0,0.9393,1
2902,customer_117,2024-03-28 06:40:00,zone_05,zone_09,4.951,7.341,8.34,2.655,5.783,19.96,1,0,54678.0,7428.0,62106.0,0.9246,1
2903,customer_061,2024-01-24 00:57:00,zone_07,zone_03,6.398,1.253,2.545,9.505,9.107,28.62,1,0,78952.0,9528.0,88480.0,0.8292,1
2904,customer_118,2024-03-16 20:34:00,zone_05,zone_04,4.743,4.428,3.303,7.742,3.613,10.36,0,0,36858.0,-1259.0,35599.0,0.6006,1
2905,customer_140,2024-01-10 08:59:00,zone_05,zone_02,4.125,1.115,1.184,4.233,4.286,22.77,0,1,47101.0,8845.0,55946.0,0.7533,1
2906,customer_102,2024-02-24 12:17:00,zone_05,zone_04,4.924,3.475,3.804,7.27,3.957,12.66,0,0,40072.0,-1035.0,39037.0,0.6791,1
2907,customer_014,2024-03-07 00:48:00,zone_09,zone_01,8.995,9.124,0.358,3.148,10.503,31.41,1,0,88723.0,16011.0,104734.0,0.6254,1
2908,customer_117,2024-02-15 15:14:00,zone_04,zone_08,3.96,6.861,7.515,0.822,7.008,20.61,0,0,62353.0,5106.0,67459.0,0.626,1
2909,customer_070,2024-01-10 22:59:00,zone_07,zone_09,6.423,0.231,8.026,4.305,4.378,16.36,0,0,44448.0,-593.0,43855.0,0.7583,1
2910,customer_050,2024-01-12 10:45:00,zone_09,zone_03,8.34,1.345,2.136,5.646,7.549,17.57,0,0,64079.0,4037.0,68116.0,0.488,1
2911,customer_032,2024-02-24 23:37:00,zone_07,zone_05,6.211,2.938,4.899,3.494,1.425,9.16,0,0,23130.0,1420.0,24550.0,0.841,1
2912,customer_151,2024-03-18 10:03:00,zone_03,zone_07,2.261,8.955,6.72,4.015,6.655,18.4,0,0,59130.0,5544.0,64674.0,0.7147,1
2913,customer_196,2024-02-23 16:29:00,zone_02,zone_08,1.22,7.471,7.425,7.144,6.214,24.98,0,1,59774.0,16783.0,76557.0,0.464,1
2914,customer_127,2024-01-10 01:08:00,zone_06,zone_10,5.909,6.175,9.694,8.954,4.696,13.94,0,0,45146.0,1528.0,46674.0,0.7779,1
2915,customer_147,2024-03-11 07:55:00,zone_08,zone_03,7.274,1.526,2.007,8.941,9.095,31.96,0,1,80550.0,16651.0,97201.0,0.4765,1
2916,customer_139,2024-02-11 02:22:00,zone_08,zone_03,7.687,9.289,2.467,5.757,6.303,16.68,0,0,56158.0,-2920.0,53238.0,0.8465,1
2917,customer_023,2024-01-07 01:49:00,zone_07,zone_09,6.938,8.081,8.539,6.295,2.399,13.69,1,0,31239.0,9799.0,41038.0,0.9729,1
2918,customer_051,2024-02-03 05:54:00,zone_01,zone_01,0.035,2.394,0.972,5.328,3.08,11.02,0,0,33990.0,8669.0,42659.0,0.9474,1
2919,customer_003,2024-01-19 06:06:00,zone_08,zone_10,7.738,4.043,9.688,3.185,2.13,4.49,0,0,25025.0,3578.0,28603.0,0.9691,1
2920,customer_062,2024-03-29 10:45:00,zone_07,zone_02,6.046,4.284,1.333,7.382,5.64,18.45,0,0,53065.0,-2017.0,51048.0,0.7043,0
2921,customer_059,2024-03-22 11:18:00,zone_10,zone_05,9.882,5.875,4.645,1.112,7.079,21.75,0,0,63349.0,957.0,64306.0,0.5934,1
2922,customer_021,2024-01-10 21:06:00,zone_08,zone_06,7.646,3.748,5.922,8.94,5.471,13.71,0,0,49681.0,-3381.0,46300.0,0.8035,1
2923,customer_005,2024-02-21 00:15:00,zone_05,zone_08,4.302,2.1,7.679,2.837,3.456,12.0,0,0,36736.0,6304.0,43040.0,0.7633,1
2924,customer_162,2024-01-01 22:32:00,zone_07,zone_02,6.761,6.67,1.145,2.188,7.185,22.2,0,0,64210.0,-3127.0,61083.0,0.717,1
2925,customer_035,2024-02-11 04:51:00,zone_07,zone_09,6.159,6.776,8.241,2.74,4.541,11.14,0,0,42816.0,2981.0,45797.0,0.6631,1
2926,customer_078,2024-01-15 23:41:00,zone_04,zone_09,3.374,4.424,8.506,8.117,6.323,19.38,0,0,57628.0,-4264.0,53364.0,0.601,1
2927,customer_076,2024-03-08 08:13:00,zone_06,zone_08,5.335,4.867,7.935,2.689,3.392,21.13,1,1,40917.0,30582.0,71499.0,0.9184,1
2928,customer_068,2024-01-07 02:17:00,zone_03,zone_10,2.044,0.507,9.373,6.095,9.216,27.12,0,0,78856.0,-1907.0,76949.0,0.3533,0
2929,customer_100,2024-03-22 08:18:00,zone_01,zone_09,0.878,4.561,8.722,3.432,7.925,28.95,0,1,72025.0,15213.0,87238.0,0.5766,1
2930,customer_050,2024-01-21 01:44:00,zone_08,zone_08,7.33,8.004,7.68,6.564,1.482,11.79,1,0,24787.0,13994.0,38781.0,0.8793,1
2931,customer_002,2024-01-24 02:31:00,zone_04,zone_06,3.841,5.915,5.793,5.916,1.952,7.39,0,0,25407.0,-1804.0,23603.0,0.7865,0
2932,customer_044,2024-03-20 17:01:00,zone_08,zone_09,7.557,9.207,8.086,9.978,0.935,12.11,0,1,21665.0,14245.0,35910.0,0.9393,1
2933,customer_194,2024-03-22 05:04:00,zone_05,zone_10,4.883,7.165,9.753,3.11,6.337,20.4,1,0,58222.0,8232.0,66454.0,0.7344,1
2934,customer_119,2024-01-09 22:04:00,zone_09,zone_07,8.098,7.776,6.373,3.498,4.613,19.28,1,0,47318.0,12944.0,60262.0,0.8819,1
2935,customer_105,2024-01-10 11:57:00,zone_08,zone_03,7.396,4.584,2.426,1.988,5.607,15.57,0,0,51427.0,3094.0,54521.0,0.6057,1
2936,customer_182,2024-03-17 02:30:00,zone_08,zone_03,7.641,1.734,2.478,4.639,5.924,19.93,0,0,55509.0,-1433.0,54076.0,0.3566,1
2937,customer_016,2024-03-28 14:29:00,zone_05,zone_08,4.293,9.122,7.96,8.374,3.743,12.78,0,0,38848.0,6346.0,45194.0,0.726,1
2938,customer_176,2024-02-13 12:45:00,zone_10,zone_10,9.612,6.592,9.894,2.11,4.491,11.46,0,0,42676.0,4856.0,47532.0,0.8334,1
2939,customer_034,2024-01-15 15:11:00,zone_05,zone_03,4.053,9.095,2.103,9.614,2.018,8.1,0,0,26158.0,5195.0,31353.0,0.5903,0
2940,customer_191,2024-01-14 17:01:00,zone_08,zone_10,7.931,6.175,9.701,0.132,6.297,26.84,0,1,61202.0,11084.0,72286.0,0.7854,0
2941,customer_038,2024-01-24 19:16:00,zone_05,zone_03,4.896,4.545,2.683,8.051,4.146,13.53,1,0,41641.0,5424.0,47065.0,0.95,1
2942,customer_077,2024-03-02 20:12:00,zone_03,zone_05,2.351,1.347,4.128,6.916,5.846,17.63,0,0,53891.0,1063.0,54954.0,0.3932,0
2943,customer_198,2024-01-09 02:47:00,zone_07,zone_10,6.289,3.977,9.082,9.053,5.794,21.57,1,0,55549.0,6229.0,61778.0,0.9442,1
2944,customer_098,2024-02-27 11:49:00,zone_05,zone_10,4.691,5.976,9.618,5.218,4.985,17.72,0,0,48770.0,3855.0,52625.0,0.8349,1
2945,customer_090,2024-03-13 14:38:00,zone_03,zone_06,2.641,9.308,5.67,6.81,3.926,17.98,1,0,42546.0,9189.0,51735.0,0.9279,1
2946,customer_075,2024-01-13 13:54:00,zone_04,zone_10,3.825,8.293,9.501,0.494,9.646,34.89,1,0,85321.0,5603.0,90924.0,0.7168,1
2947,customer_012,2024-03-29 07:27:00,zone_02,zone_09,1.599,5.131,8.424,3.944,6.927,28.32,0,1,65722.0,11936.0,77658.0,0.5852,1
2948,customer_179,2024-03-29 18:14:00,zone_10,zone_09,9.87,4.48,8.664,7.707,3.445,20.72,0,1,41030.0,12163.0,53193.0,0.8941,1
2949,customer_071,2024-01-27 17:19:00,zone_07,zone_09,6.432,0.333,8.682,1.09,2.374,18.72,1,1,33604.0,23612.0,57216.0,0.9708,1
2950,customer_141,2024-01-11 23:08:00,zone_02,zone_04,1.735,3.512,3.862,7.824,4.808,18.79,0,0,48243.0,4072.0,52315.0,0.5255,0
2951,customer_085,2024-01-30 23:54:00,zone_08,zone_01,7.646,9.813,0.307,3.083,9.958,26.11,0,0,82803.0,1642.0,84445.0,0.5103,0
2952,customer_045,2024-01-24 09:36:00,zone_07,zone_02,6.019,7.41,1.647,3.53,5.845,29.29,0,1,59715.0,11175.0,70890.0,0.8542,1
2953,customer_024,2024-01-26 08:46:00,zone_08,zone_01,7.226,5.247,0.745,6.474,6.596,33.91,1,1,66531.0,21323.0,87854.0,0.8966,1
2954,customer_071,2024-03-24 09:16:00,zone_06,zone_03,5.845,8.623,2.424,0.782,8.555,30.82,0,1,76740.0,17748.0,94488.0,0.8388,1
2955,customer_180,2024-01-14 20:43:00,zone_01,zone_01,0.605,0.231,0.553,6.246,6.015,23.11,1,0,57645.0,11869.0,69514.0,0.6897,1
2956,customer_093,2024-01-29 04:19:00,zone_03,zone_03,2.032,9.576,2.769,9.137,0.858,6.06,0,0,18178.0,2997.0,21175.0,0.9057,1
2957,customer_054,2024-03-11 12:26:00,zone_08,zone_06,7.687,6.997,5.89,0.938,6.32,17.98,0,0,56910.0,-144.0,56766.0,0.7684,0
2958,customer_040,2024-01-06 20:39:00,zone_08,zone_02,7.544,0.133,1.411,2.53,6.585,19.19,0,0,59105.0,5032.0,64137.0,0.7251,1
2959,customer_027,2024-01-06 16:58:00,zone_08,zone_04,7.539,7.055,3.157,0.137,8.189,32.0,0,1,75134.0,9192.0,84326.0,0.3863,1
2960,customer_094,2024-01-28 04:33:00,zone_01,zone_03,0.152,0.831,2.241,5.18,4.825,15.78,0,0,46840.0,4804.0,51644.0,0.8738,1
2961,customer_014,2024-03-28 15:42:00,zone_09,zone_01,8.052,6.396,0.951,7.31,7.16,26.89,1,0,66405.0,10422.0,76827.0,0.8002,1
2962,customer_038,2024-03-16 04:35:00,zone_05,zone_07,4.391,3.009,6.761,9.264,6.689,20.86,0,0,60564.0,7257.0,67821.0,0.8668,1
2963,customer_108,2024-03-24 02:25:00,zone_07,zone_09,6.937,2.121,8.93,3.68,2.53,7.79,0,0,29075.0,2933.0,32008.0,0.8378,1
2964,customer_002,2024-03-18 04:55:00,zone_03,zone_08,2.721,6.281,7.16,1.488,6.533,20.82,0,0,59608.0,-2182.0,57426.0,0.5343,0
2965,customer_063,2024-01-11 22:57:00,zone_08,zone_07,7.695,4.34,6.842,0.291,4.138,12.85,1,0,41253.0,6325.0,47578.0,0.9454,1
2966,customer_089,2024-02-06 16:18:00,zone_10,zone_10,9.823,0.645,9.83,3.25,2.605,16.74,0,1,34000.0,17854.0,51854.0,0.7936,1
2967,customer_131,2024-02-17 23:53:00,zone_03,zone_08,2.535,8.223,7.313,5.122,5.696,19.66,1,0,54006.0,12903.0,66909.0,0.7934,1
2968,customer_167,2024-01-15 21:27:00,zone_08,zone_01,7.842,2.661,0.471,9.008,9.727,31.63,1,0,84177.0,11789.0,95966.0,0.7229,1
2969,customer_185,2024-03-30 04:44:00,zone_07,zone_03,6.05,6.182,2.182,2.165,5.577,23.48,1,0,55202.0,8609.0,63811.0,0.6522,1
2970,customer_026,2024-02-24 20:31:00,zone_03,zone_07,2.731,6.094,6.375,7.813,4.029,16.51,1,0,42429.0,8735.0,51164.0,0.9572,1
2971,customer_113,2024-03-17 03:46:00,zone_03,zone_07,2.944,0.562,6.39,4.809,5.469,15.95,0,0,50789.0,4952.0,55741.0,0.7988,1
2972,customer_199,2024-01-24 02:52:00,zone_08,zone_09,7.316,9.973,8.326,8.675,1.645,5.72,0,0,22730.0,-2038.0,20692.0,0.9569,1
2973,customer_127,2024-03-05 09:25:00,zone_03,zone_02,2.843,4.477,1.588,8.631,4.339,26.52,1,1,49294.0,20717.0,70011.0,0.9184,1
2974,customer_061,2024-01-10 07:42:00,zone_01,zone_10,0.478,2.054,9.812,8.577,11.387,42.08,1,1,99362.0,22251.0,121613.0,0.6795,1
2975,customer_020,2024-01-03 16:30:00,zone_09,zone_06,8.74,4.367,5.163,4.013,3.594,18.98,0,1,41054.0,13405.0,54459.0,0.8978,1
2976,customer_148,2024-02-27 04:47:00,zone_06,zone_10,5.889,6.031,9.204,3.462,4.194,18.39,1,0,44359.0,8755.0,53114.0,0.9423,1
2977,customer_082,2024-01-07 02:11:00,zone_08,zone_06,7.585,0.03,5.293,2.073,3.07,13.01,0,0,34925.0,-1362.0,33563.0,0.7997,1
2978,customer_033,2024-01-25 14:43:00,zone_07,zone_02,6.032,3.001,1.869,2.284,4.224,11.64,0,0,41164.0,1920.0,43084.0,0.6575,1
2979,customer_190,2024-03-12 15:35:00,zone_06,zone_04,5.165,5.363,3.51,6.162,1.838,4.6,0,0,23328.0,-3026.0,20302.0,0.9386,1
2980,customer_127,2024-02-14 00:27:00,zone_08,zone_03,7.7,6.945,2.212,9.619,6.105,18.07,0,0,55665.0,1145.0,56810.0,0.6298,1
2981,customer_095,2024-02-03 01:22:00,zone_01,zone_03,0.322,3.133,2.642,6.06,3.735,10.06,0,0,37440.0,480.0,37920.0,0.9305,1
2982,customer_132,2024-01-27 17:42:00,zone_04,zone_09,3.119,4.039,8.904,4.123,5.786,22.91,0,1,56171.0,12107.0,68278.0,0.6801,1
